Country Name,Indicator Name,Year,Value
Australia,Imports of goods and services (% of GDP),1987,17.1271781698
Austria,CO2 emissions (metric tons per capita),1987,7.623419814630001
Austria,Domestic credit provided by financial sector (% of GDP),1987,109.846376534
Austria,Electric power consumption (kWh per capita),1987,5536.14415362
Austria,Energy use (kg of oil equivalent per capita),1987,3174.74539203
Austria,Exports of goods and services (% of GDP),1987,31.4820450451
Austria,Imports of goods and services (% of GDP),1987,31.4968458819
Azerbaijan,CO2 emissions (metric tons per capita),1987,
Azerbaijan,Domestic credit provided by financial sector (% of GDP),1987,
Azerbaijan,Electric power consumption (kWh per capita),1987,
Azerbaijan,Energy use (kg of oil equivalent per capita),1987,
Azerbaijan,Exports of goods and services (% of GDP),1987,
Azerbaijan,Imports of goods and services (% of GDP),1987,
"Bahamas, The",CO2 emissions (metric tons per capita),1987,5.8457214934
"Bahamas, The",Domestic credit provided by financial sector (% of GDP),1987,49.3515125037
"Bahamas, The",Electric power consumption (kWh per capita),1987,
"Bahamas, The",Energy use (kg of oil equivalent per capita),1987,
"Bahamas, The",Exports of goods and services (% of GDP),1987,61.3227730775
"Bahamas, The",Imports of goods and services (% of GDP),1987,55.803244502700004
Bahrain,CO2 emissions (metric tons per capita),1987,25.456997198200003
Bahrain,Domestic credit provided by financial sector (% of GDP),1987,20.2289410654
Bahrain,Electric power consumption (kWh per capita),1987,14701.755480000002
Bahrain,Energy use (kg of oil equivalent per capita),1987,9523.46356521
Bahrain,Exports of goods and services (% of GDP),1987,102.367892612
Bahrain,Imports of goods and services (% of GDP),1987,87.40003821549999
Bangladesh,CO2 emissions (metric tons per capita),1987,0.120864332123
Bangladesh,Domestic credit provided by financial sector (% of GDP),1987,19.9783866741
Bangladesh,Electric power consumption (kWh per capita),1987,38.400696278299996
Bangladesh,Energy use (kg of oil equivalent per capita),1987,106.866835127
Bangladesh,Exports of goods and services (% of GDP),1987,4.9900496389599995
Bangladesh,Imports of goods and services (% of GDP),1987,11.6977479923
Barbados,CO2 emissions (metric tons per capita),1987,3.6583310365699995
Barbados,Domestic credit provided by financial sector (% of GDP),1987,43.261044103900005
Barbados,Electric power consumption (kWh per capita),1987,
Barbados,Energy use (kg of oil equivalent per capita),1987,
Barbados,Exports of goods and services (% of GDP),1987,38.0818279315
Barbados,Imports of goods and services (% of GDP),1987,34.1276416164
Belarus,CO2 emissions (metric tons per capita),1987,
Belarus,Domestic credit provided by financial sector (% of GDP),1987,
Belarus,Electric power consumption (kWh per capita),1987,
Belarus,Energy use (kg of oil equivalent per capita),1987,
Belarus,Exports of goods and services (% of GDP),1987,
Belarus,Imports of goods and services (% of GDP),1987,
Belgium,CO2 emissions (metric tons per capita),1987,10.447172782300001
Belgium,Domestic credit provided by financial sector (% of GDP),1987,65.8590192349
Belgium,Electric power consumption (kWh per capita),1987,5876.96299804
Belgium,Energy use (kg of oil equivalent per capita),1987,4727.68639528
Belgium,Exports of goods and services (% of GDP),1987,55.2853290115
Belgium,Imports of goods and services (% of GDP),1987,53.820299420299996
Belize,CO2 emissions (metric tons per capita),1987,1.30418870392
Belize,Domestic credit provided by financial sector (% of GDP),1987,37.6465376966
Belize,Electric power consumption (kWh per capita),1987,
Belize,Energy use (kg of oil equivalent per capita),1987,
Belize,Exports of goods and services (% of GDP),1987,60.4592297957
Belize,Imports of goods and services (% of GDP),1987,62.59265955520001
Benin,CO2 emissions (metric tons per capita),1987,0.118573003535
Benin,Domestic credit provided by financial sector (% of GDP),1987,29.118625479600002
Benin,Electric power consumption (kWh per capita),1987,
Benin,Energy use (kg of oil equivalent per capita),1987,347.30659179599996
Benin,Exports of goods and services (% of GDP),1987,15.2675281202
Benin,Imports of goods and services (% of GDP),1987,30.9506070946
Bermuda,CO2 emissions (metric tons per capita),1987,9.88871026293
Bermuda,Domestic credit provided by financial sector (% of GDP),1987,
Bermuda,Electric power consumption (kWh per capita),1987,
Bermuda,Energy use (kg of oil equivalent per capita),1987,
Bermuda,Exports of goods and services (% of GDP),1987,
Bermuda,Imports of goods and services (% of GDP),1987,
Bhutan,CO2 emissions (metric tons per capita),1987,0.204961752823
Bhutan,Domestic credit provided by financial sector (% of GDP),1987,-5.6381045167999995
Bhutan,Electric power consumption (kWh per capita),1987,
Bhutan,Energy use (kg of oil equivalent per capita),1987,
Bhutan,Exports of goods and services (% of GDP),1987,23.5471625614
Bhutan,Imports of goods and services (% of GDP),1987,38.0913388779
Bolivia,CO2 emissions (metric tons per capita),1987,0.623387095776
Bolivia,Domestic credit provided by financial sector (% of GDP),1987,13.824098725
Bolivia,Electric power consumption (kWh per capita),1987,232.80146319999997
Bolivia,Energy use (kg of oil equivalent per capita),1987,341.49345000299996
Bolivia,Exports of goods and services (% of GDP),1987,19.6304776214
Bolivia,Imports of goods and services (% of GDP),1987,23.992181678
Bosnia and Herzegovina,CO2 emissions (metric tons per capita),1987,
Bosnia and Herzegovina,Domestic credit provided by financial sector (% of GDP),1987,
Bosnia and Herzegovina,Electric power consumption (kWh per capita),1987,
Bosnia and Herzegovina,Energy use (kg of oil equivalent per capita),1987,
Bosnia and Herzegovina,Exports of goods and services (% of GDP),1987,
Bosnia and Herzegovina,Imports of goods and services (% of GDP),1987,
Botswana,CO2 emissions (metric tons per capita),1987,0.983125515578
Botswana,Domestic credit provided by financial sector (% of GDP),1987,-45.5832701925
Botswana,Electric power consumption (kWh per capita),1987,775.7471920810001
Botswana,Energy use (kg of oil equivalent per capita),1987,743.685354401
Botswana,Exports of goods and services (% of GDP),1987,75.1295650856
Botswana,Imports of goods and services (% of GDP),1987,48.442188210299996
Brazil,CO2 emissions (metric tons per capita),1987,1.4569915127500002
Brazil,Domestic credit provided by financial sector (% of GDP),1987,
Brazil,Electric power consumption (kWh per capita),1987,1353.26040136
Brazil,Energy use (kg of oil equivalent per capita),1987,987.5625571830001
Brazil,Exports of goods and services (% of GDP),1987,9.459943217689998
Brazil,Imports of goods and services (% of GDP),1987,6.19266264606
British Virgin Islands,CO2 emissions (metric tons per capita),1987,4.27125727989
British Virgin Islands,Domestic credit provided by financial sector (% of GDP),1987,
British Virgin Islands,Electric power consumption (kWh per capita),1987,
British Virgin Islands,Energy use (kg of oil equivalent per capita),1987,
British Virgin Islands,Exports of goods and services (% of GDP),1987,
British Virgin Islands,Imports of goods and services (% of GDP),1987,
Brunei Darussalam,CO2 emissions (metric tons per capita),1987,14.0632045089
Brunei Darussalam,Domestic credit provided by financial sector (% of GDP),1987,
Brunei Darussalam,Electric power consumption (kWh per capita),1987,4220.69666921
Brunei Darussalam,Energy use (kg of oil equivalent per capita),1987,6804.97076023
Brunei Darussalam,Exports of goods and services (% of GDP),1987,
Brunei Darussalam,Imports of goods and services (% of GDP),1987,
Bulgaria,CO2 emissions (metric tons per capita),1987,10.2141340013
Bulgaria,Domestic credit provided by financial sector (% of GDP),1987,
Bulgaria,Electric power consumption (kWh per capita),1987,4838.62032497
Bulgaria,Energy use (kg of oil equivalent per capita),1987,3411.07339479
Bulgaria,Exports of goods and services (% of GDP),1987,40.7852991818
Bulgaria,Imports of goods and services (% of GDP),1987,42.622353981399996
Burkina Faso,CO2 emissions (metric tons per capita),1987,0.0635186944201
Burkina Faso,Domestic credit provided by financial sector (% of GDP),1987,10.1737091927
Burkina Faso,Electric power consumption (kWh per capita),1987,
Burkina Faso,Energy use (kg of oil equivalent per capita),1987,
Burkina Faso,Exports of goods and services (% of GDP),1987,11.3588168034
Burkina Faso,Imports of goods and services (% of GDP),1987,28.081129526599998
Burundi,CO2 emissions (metric tons per capita),1987,0.0524002653574
Burundi,Domestic credit provided by financial sector (% of GDP),1987,17.7084346657
Burundi,Electric power consumption (kWh per capita),1987,
Burundi,Energy use (kg of oil equivalent per capita),1987,
Burundi,Exports of goods and services (% of GDP),1987,9.744902935539999
Burundi,Imports of goods and services (% of GDP),1987,25.7386317273
Cabo Verde,CO2 emissions (metric tons per capita),1987,0.249015347005
Cabo Verde,Domestic credit provided by financial sector (% of GDP),1987,33.261751702
Cabo Verde,Electric power consumption (kWh per capita),1987,
Cabo Verde,Energy use (kg of oil equivalent per capita),1987,
Cabo Verde,Exports of goods and services (% of GDP),1987,18.0990410305
Cabo Verde,Imports of goods and services (% of GDP),1987,65.7335778621
Cambodia,CO2 emissions (metric tons per capita),1987,0.053033396578699994
Cambodia,Domestic credit provided by financial sector (% of GDP),1987,
Cambodia,Electric power consumption (kWh per capita),1987,
Cambodia,Energy use (kg of oil equivalent per capita),1987,
Cambodia,Exports of goods and services (% of GDP),1987,
Cambodia,Imports of goods and services (% of GDP),1987,
Cameroon,CO2 emissions (metric tons per capita),1987,0.16820010669399998
Cameroon,Domestic credit provided by financial sector (% of GDP),1987,20.538403339000002
Cameroon,Electric power consumption (kWh per capita),1987,201.96681960700002
Cameroon,Energy use (kg of oil equivalent per capita),1987,417.73292245
Cameroon,Exports of goods and services (% of GDP),1987,16.6942564322
Cameroon,Imports of goods and services (% of GDP),1987,20.6260388367
Canada,CO2 emissions (metric tons per capita),1987,16.246674576300002
Canada,Domestic credit provided by financial sector (% of GDP),1987,89.6483111451
Canada,Electric power consumption (kWh per capita),1987,15736.760828600001
Canada,Energy use (kg of oil equivalent per capita),1987,7641.32410546
Canada,Exports of goods and services (% of GDP),1987,26.036235456999997
Canada,Imports of goods and services (% of GDP),1987,24.833632323099998
Cayman Islands,CO2 emissions (metric tons per capita),1987,10.1369535679
Cayman Islands,Domestic credit provided by financial sector (% of GDP),1987,
Cayman Islands,Electric power consumption (kWh per capita),1987,
Cayman Islands,Energy use (kg of oil equivalent per capita),1987,
Cayman Islands,Exports of goods and services (% of GDP),1987,
Cayman Islands,Imports of goods and services (% of GDP),1987,
Central African Republic,CO2 emissions (metric tons per capita),1987,0.0946352506195
Central African Republic,Domestic credit provided by financial sector (% of GDP),1987,13.9964563581
Central African Republic,Electric power consumption (kWh per capita),1987,
Central African Republic,Energy use (kg of oil equivalent per capita),1987,
Central African Republic,Exports of goods and services (% of GDP),1987,17.844141164
Central African Republic,Imports of goods and services (% of GDP),1987,28.5502933989
Chad,CO2 emissions (metric tons per capita),1987,0.0366071238752
Chad,Domestic credit provided by financial sector (% of GDP),1987,22.212923696100003
Chad,Electric power consumption (kWh per capita),1987,
Chad,Energy use (kg of oil equivalent per capita),1987,
Chad,Exports of goods and services (% of GDP),1987,15.4492482751
Chad,Imports of goods and services (% of GDP),1987,36.4324781232
Channel Islands,CO2 emissions (metric tons per capita),1987,
Channel Islands,Domestic credit provided by financial sector (% of GDP),1987,
Channel Islands,Electric power consumption (kWh per capita),1987,
Channel Islands,Energy use (kg of oil equivalent per capita),1987,
Channel Islands,Exports of goods and services (% of GDP),1987,
Channel Islands,Imports of goods and services (% of GDP),1987,
Chile,CO2 emissions (metric tons per capita),1987,1.8127589648700002
Chile,Domestic credit provided by financial sector (% of GDP),1987,97.10775689040001
Chile,Electric power consumption (kWh per capita),1987,1065.8415183
Chile,Energy use (kg of oil equivalent per capita),1987,826.260796732
Chile,Exports of goods and services (% of GDP),1987,30.127325245300003
Chile,Imports of goods and services (% of GDP),1987,27.2207127187
China,CO2 emissions (metric tons per capita),1987,2.03841068877
China,Domestic credit provided by financial sector (% of GDP),1987,79.7455357876
China,Electric power consumption (kWh per capita),1987,426.554493167
China,Energy use (kg of oil equivalent per capita),1987,694.4223599789999
China,Exports of goods and services (% of GDP),1987,12.8550806213
China,Imports of goods and services (% of GDP),1987,12.3755251457
Colombia,CO2 emissions (metric tons per capita),1987,1.5618966347499998
Colombia,Domestic credit provided by financial sector (% of GDP),1987,30.8314506764
Colombia,Electric power consumption (kWh per capita),1987,757.695612895
Colombia,Energy use (kg of oil equivalent per capita),1987,696.0663928460001
Colombia,Exports of goods and services (% of GDP),1987,16.9529782768
Colombia,Imports of goods and services (% of GDP),1987,12.918713988499999
Comoros,CO2 emissions (metric tons per capita),1987,0.12558583099099999
Comoros,Domestic credit provided by financial sector (% of GDP),1987,14.6624881557
Comoros,Electric power consumption (kWh per capita),1987,
Comoros,Energy use (kg of oil equivalent per capita),1987,
Comoros,Exports of goods and services (% of GDP),1987,15.2451958635
Comoros,Imports of goods and services (% of GDP),1987,42.5002126874
"Congo, Dem. Rep.",CO2 emissions (metric tons per capita),1987,0.121495264054
"Congo, Dem. Rep.",Domestic credit provided by financial sector (% of GDP),1987,6.68056537138
"Congo, Dem. Rep.",Electric power consumption (kWh per capita),1987,144.948822001
"Congo, Dem. Rep.",Energy use (kg of oil equivalent per capita),1987,333.03186626400003
"Congo, Dem. Rep.",Exports of goods and services (% of GDP),1987,25.9813578238
"Congo, Dem. Rep.",Imports of goods and services (% of GDP),1987,28.8617217814
"Congo, Rep.",CO2 emissions (metric tons per capita),1987,0.601145903058
"Congo, Rep.",Domestic credit provided by financial sector (% of GDP),1987,28.820440092
"Congo, Rep.",Electric power consumption (kWh per capita),1987,177.103191218
"Congo, Rep.",Energy use (kg of oil equivalent per capita),1987,347.181743295
"Congo, Rep.",Exports of goods and services (% of GDP),1987,41.734306133800004
"Congo, Rep.",Imports of goods and services (% of GDP),1987,38.6208863494
Costa Rica,CO2 emissions (metric tons per capita),1987,0.960090021147
Costa Rica,Domestic credit provided by financial sector (% of GDP),1987,29.293225275
Costa Rica,Electric power consumption (kWh per capita),1987,1149.98394966
Costa Rica,Energy use (kg of oil equivalent per capita),1987,491.495062694
Costa Rica,Exports of goods and services (% of GDP),1987,26.6787008548
Costa Rica,Imports of goods and services (% of GDP),1987,30.732985701700002
Cote d'Ivoire,CO2 emissions (metric tons per capita),1987,0.702227982538
Cote d'Ivoire,Domestic credit provided by financial sector (% of GDP),1987,45.6662827429
Cote d'Ivoire,Electric power consumption (kWh per capita),1987,166.81921102799998
Cote d'Ivoire,Energy use (kg of oil equivalent per capita),1987,383.372484812
Cote d'Ivoire,Exports of goods and services (% of GDP),1987,33.4299901983
Cote d'Ivoire,Imports of goods and services (% of GDP),1987,29.6202580827
Croatia,CO2 emissions (metric tons per capita),1987,
Croatia,Domestic credit provided by financial sector (% of GDP),1987,
Croatia,Electric power consumption (kWh per capita),1987,
Croatia,Energy use (kg of oil equivalent per capita),1987,
Croatia,Exports of goods and services (% of GDP),1987,
Croatia,Imports of goods and services (% of GDP),1987,
Cuba,CO2 emissions (metric tons per capita),1987,3.3062460294200005
Cuba,Domestic credit provided by financial sector (% of GDP),1987,
Cuba,Electric power consumption (kWh per capita),1987,1093.16372449
Cuba,Energy use (kg of oil equivalent per capita),1987,1578.25907104
Cuba,Exports of goods and services (% of GDP),1987,32.9000785378
Cuba,Imports of goods and services (% of GDP),1987,43.917102684700005
Curacao,CO2 emissions (metric tons per capita),1987,
Curacao,Domestic credit provided by financial sector (% of GDP),1987,
Curacao,Electric power consumption (kWh per capita),1987,3829.49503486
Curacao,Energy use (kg of oil equivalent per capita),1987,9544.0391929
Curacao,Exports of goods and services (% of GDP),1987,
Curacao,Imports of goods and services (% of GDP),1987,
Cyprus,CO2 emissions (metric tons per capita),1987,5.697846221900001
Cyprus,Domestic credit provided by financial sector (% of GDP),1987,75.7327287997
Cyprus,Electric power consumption (kWh per capita),1987,1950.56540131
Cyprus,Energy use (kg of oil equivalent per capita),1987,1635.5539274
Cyprus,Exports of goods and services (% of GDP),1987,47.2868232601
Cyprus,Imports of goods and services (% of GDP),1987,50.2696330632
Czech Republic,CO2 emissions (metric tons per capita),1987,
Czech Republic,Domestic credit provided by financial sector (% of GDP),1987,
Czech Republic,Electric power consumption (kWh per capita),1987,5447.30528239
Czech Republic,Energy use (kg of oil equivalent per capita),1987,4978.254944899999
Czech Republic,Exports of goods and services (% of GDP),1987,
Czech Republic,Imports of goods and services (% of GDP),1987,
Denmark,CO2 emissions (metric tons per capita),1987,11.379305031500001
Denmark,Domestic credit provided by financial sector (% of GDP),1987,59.400435784399995
Denmark,Electric power consumption (kWh per capita),1987,5794.39456496
Denmark,Energy use (kg of oil equivalent per capita),1987,3819.83212874
Denmark,Exports of goods and services (% of GDP),1987,31.5647586159
Denmark,Imports of goods and services (% of GDP),1987,29.9525833616
Djibouti,CO2 emissions (metric tons per capita),1987,0.800514864127
Djibouti,Domestic credit provided by financial sector (% of GDP),1987,47.626440139799996
Djibouti,Electric power consumption (kWh per capita),1987,
Djibouti,Energy use (kg of oil equivalent per capita),1987,
Djibouti,Exports of goods and services (% of GDP),1987,
Djibouti,Imports of goods and services (% of GDP),1987,
Dominica,CO2 emissions (metric tons per capita),1987,0.658730378068
Dominica,Domestic credit provided by financial sector (% of GDP),1987,36.3026909773
Dominica,Electric power consumption (kWh per capita),1987,
Dominica,Energy use (kg of oil equivalent per capita),1987,
Dominica,Exports of goods and services (% of GDP),1987,53.2303453128
Dominica,Imports of goods and services (% of GDP),1987,61.3384534209
Dominican Republic,CO2 emissions (metric tons per capita),1987,1.4419458408799999
Dominican Republic,Domestic credit provided by financial sector (% of GDP),1987,39.5799328754
Dominican Republic,Electric power consumption (kWh per capita),1987,476.301487903
Dominican Republic,Energy use (kg of oil equivalent per capita),1987,594.381238984
Dominican Republic,Exports of goods and services (% of GDP),1987,25.5640169336
Dominican Republic,Imports of goods and services (% of GDP),1987,37.4245516359
Ecuador,CO2 emissions (metric tons per capita),1987,1.59040025959
Ecuador,Domestic credit provided by financial sector (% of GDP),1987,18.0424222109
Ecuador,Electric power consumption (kWh per capita),1987,452.75044580599996
Ecuador,Energy use (kg of oil equivalent per capita),1987,602.470062495
Ecuador,Exports of goods and services (% of GDP),1987,15.3660870665
Ecuador,Imports of goods and services (% of GDP),1987,22.3646357883
"Egypt, Arab Rep.",CO2 emissions (metric tons per capita),1987,1.43386929158
"Egypt, Arab Rep.",Domestic credit provided by financial sector (% of GDP),1987,97.03365214620001
"Egypt, Arab Rep.",Electric power consumption (kWh per capita),1987,618.221698844
"Egypt, Arab Rep.",Energy use (kg of oil equivalent per capita),1987,538.201213482
"Egypt, Arab Rep.",Exports of goods and services (% of GDP),1987,12.558710628399998
"Egypt, Arab Rep.",Imports of goods and services (% of GDP),1987,22.766285841
El Salvador,CO2 emissions (metric tons per capita),1987,0.484879604346
El Salvador,Domestic credit provided by financial sector (% of GDP),1987,30.6530055817
El Salvador,Electric power consumption (kWh per capita),1987,320.07854493900004
El Salvador,Energy use (kg of oil equivalent per capita),1987,503.481769676
El Salvador,Exports of goods and services (% of GDP),1987,18.9923042326
El Salvador,Imports of goods and services (% of GDP),1987,26.1023179671
Equatorial Guinea,CO2 emissions (metric tons per capita),1987,0.288412129686
Equatorial Guinea,Domestic credit provided by financial sector (% of GDP),1987,44.0382460722
Equatorial Guinea,Electric power consumption (kWh per capita),1987,
Equatorial Guinea,Energy use (kg of oil equivalent per capita),1987,
Equatorial Guinea,Exports of goods and services (% of GDP),1987,47.8650292758
Equatorial Guinea,Imports of goods and services (% of GDP),1987,198.84223708
Eritrea,CO2 emissions (metric tons per capita),1987,
Eritrea,Domestic credit provided by financial sector (% of GDP),1987,
Eritrea,Electric power consumption (kWh per capita),1987,
Eritrea,Energy use (kg of oil equivalent per capita),1987,
Eritrea,Exports of goods and services (% of GDP),1987,
Eritrea,Imports of goods and services (% of GDP),1987,
Estonia,CO2 emissions (metric tons per capita),1987,
Estonia,Domestic credit provided by financial sector (% of GDP),1987,
Estonia,Electric power consumption (kWh per capita),1987,
Estonia,Energy use (kg of oil equivalent per capita),1987,
Estonia,Exports of goods and services (% of GDP),1987,
Estonia,Imports of goods and services (% of GDP),1987,
Ethiopia,CO2 emissions (metric tons per capita),1987,0.0593870484066
Ethiopia,Domestic credit provided by financial sector (% of GDP),1987,29.2073073556
Ethiopia,Electric power consumption (kWh per capita),1987,20.2667485986
Ethiopia,Energy use (kg of oil equivalent per capita),1987,437.23499529599997
Ethiopia,Exports of goods and services (% of GDP),1987,
Ethiopia,Imports of goods and services (% of GDP),1987,
Faroe Islands,CO2 emissions (metric tons per capita),1987,10.567275501100001
Faroe Islands,Domestic credit provided by financial sector (% of GDP),1987,
Faroe Islands,Electric power consumption (kWh per capita),1987,
Faroe Islands,Energy use (kg of oil equivalent per capita),1987,
Faroe Islands,Exports of goods and services (% of GDP),1987,
Faroe Islands,Imports of goods and services (% of GDP),1987,
Fiji,CO2 emissions (metric tons per capita),1987,0.6605147389930001
Fiji,Domestic credit provided by financial sector (% of GDP),1987,36.938643188600004
Fiji,Electric power consumption (kWh per capita),1987,
Fiji,Energy use (kg of oil equivalent per capita),1987,
Fiji,Exports of goods and services (% of GDP),1987,45.318045318
Fiji,Imports of goods and services (% of GDP),1987,42.042042042
Finland,CO2 emissions (metric tons per capita),1987,11.689943863900002
Finland,Domestic credit provided by financial sector (% of GDP),1987,64.9604175621
Finland,Electric power consumption (kWh per capita),1987,11358.3947521
Finland,Energy use (kg of oil equivalent per capita),1987,5960.69258613
Finland,Exports of goods and services (% of GDP),1987,24.9856090685
Finland,Imports of goods and services (% of GDP),1987,24.467535534499998
France,CO2 emissions (metric tons per capita),1987,6.567066209659999
France,Domestic credit provided by financial sector (% of GDP),1987,90.0144349518
France,Electric power consumption (kWh per capita),1987,5634.2101907
France,Energy use (kg of oil equivalent per capita),1987,3690.65145306
France,Exports of goods and services (% of GDP),1987,19.4316996326
France,Imports of goods and services (% of GDP),1987,20.5418066658
French Polynesia,CO2 emissions (metric tons per capita),1987,3.2911363660900004
French Polynesia,Domestic credit provided by financial sector (% of GDP),1987,
French Polynesia,Electric power consumption (kWh per capita),1987,
French Polynesia,Energy use (kg of oil equivalent per capita),1987,
French Polynesia,Exports of goods and services (% of GDP),1987,
French Polynesia,Imports of goods and services (% of GDP),1987,
Gabon,CO2 emissions (metric tons per capita),1987,4.58752937983
Gabon,Domestic credit provided by financial sector (% of GDP),1987,40.758617474
Gabon,Electric power consumption (kWh per capita),1987,1006.98273532
Gabon,Energy use (kg of oil equivalent per capita),1987,1470.39664628
Gabon,Exports of goods and services (% of GDP),1987,42.694920388
Gabon,Imports of goods and services (% of GDP),1987,45.219507226400005
"Gambia, The",CO2 emissions (metric tons per capita),1987,0.22344907689500002
"Gambia, The",Domestic credit provided by financial sector (% of GDP),1987,13.1793491273
"Gambia, The",Electric power consumption (kWh per capita),1987,
"Gambia, The",Energy use (kg of oil equivalent per capita),1987,
"Gambia, The",Exports of goods and services (% of GDP),1987,49.418086878500006
"Gambia, The",Imports of goods and services (% of GDP),1987,59.2869041517
Georgia,CO2 emissions (metric tons per capita),1987,
Georgia,Domestic credit provided by financial sector (% of GDP),1987,
Georgia,Electric power consumption (kWh per capita),1987,
Georgia,Energy use (kg of oil equivalent per capita),1987,
Georgia,Exports of goods and services (% of GDP),1987,41.5492957746
Georgia,Imports of goods and services (% of GDP),1987,40.8450704225
Germany,CO2 emissions (metric tons per capita),1987,
Germany,Domestic credit provided by financial sector (% of GDP),1987,93.8843206533
Germany,Electric power consumption (kWh per capita),1987,6666.21959529
Germany,Energy use (kg of oil equivalent per capita),1987,4616.39706207
Germany,Exports of goods and services (% of GDP),1987,20.7397885166
Germany,Imports of goods and services (% of GDP),1987,21.0866590693
Ghana,CO2 emissions (metric tons per capita),1987,0.24373435736
Ghana,Domestic credit provided by financial sector (% of GDP),1987,28.244084422100002
Ghana,Electric power consumption (kWh per capita),1987,288.64169343599997
Ghana,Energy use (kg of oil equivalent per capita),1987,363.852104774
Ghana,Exports of goods and services (% of GDP),1987,19.6626005362
Ghana,Imports of goods and services (% of GDP),1987,26.1855227882
Gibraltar,CO2 emissions (metric tons per capita),1987,1.7885791468099999
Gibraltar,Domestic credit provided by financial sector (% of GDP),1987,
Gibraltar,Electric power consumption (kWh per capita),1987,2326.19217349
Gibraltar,Energy use (kg of oil equivalent per capita),1987,1860.01575808
Gibraltar,Exports of goods and services (% of GDP),1987,
Gibraltar,Imports of goods and services (% of GDP),1987,
Greece,CO2 emissions (metric tons per capita),1987,6.34683266346
Greece,Domestic credit provided by financial sector (% of GDP),1987,86.78139912569999
Greece,Electric power consumption (kWh per capita),1987,2859.12988177
Greece,Energy use (kg of oil equivalent per capita),1987,1791.83338591
Greece,Exports of goods and services (% of GDP),1987,18.1240762959
Greece,Imports of goods and services (% of GDP),1987,24.194280661
Greenland,CO2 emissions (metric tons per capita),1987,4.33804066543
Greenland,Domestic credit provided by financial sector (% of GDP),1987,
Greenland,Electric power consumption (kWh per capita),1987,
Greenland,Energy use (kg of oil equivalent per capita),1987,
Greenland,Exports of goods and services (% of GDP),1987,
Greenland,Imports of goods and services (% of GDP),1987,
Grenada,CO2 emissions (metric tons per capita),1987,0.737968022057
Grenada,Domestic credit provided by financial sector (% of GDP),1987,55.90450035439999
Grenada,Electric power consumption (kWh per capita),1987,
Grenada,Energy use (kg of oil equivalent per capita),1987,
Grenada,Exports of goods and services (% of GDP),1987,47.9934443657
Grenada,Imports of goods and services (% of GDP),1987,68.8230864635
Guam,CO2 emissions (metric tons per capita),1987,
Guam,Domestic credit provided by financial sector (% of GDP),1987,
Guam,Electric power consumption (kWh per capita),1987,
Guam,Energy use (kg of oil equivalent per capita),1987,
Guam,Exports of goods and services (% of GDP),1987,
Guam,Imports of goods and services (% of GDP),1987,
Guatemala,CO2 emissions (metric tons per capita),1987,0.468496448467
Guatemala,Domestic credit provided by financial sector (% of GDP),1987,30.719892286599997
Guatemala,Electric power consumption (kWh per capita),1987,167.29657071399998
Guatemala,Energy use (kg of oil equivalent per capita),1987,448.694681999
Guatemala,Exports of goods and services (% of GDP),1987,15.8489083812
Guatemala,Imports of goods and services (% of GDP),1987,22.294055045900002
Guinea,CO2 emissions (metric tons per capita),1987,0.184883028239
Guinea,Domestic credit provided by financial sector (% of GDP),1987,
Guinea,Electric power consumption (kWh per capita),1987,
Guinea,Energy use (kg of oil equivalent per capita),1987,
Guinea,Exports of goods and services (% of GDP),1987,31.6313529842
Guinea,Imports of goods and services (% of GDP),1987,30.703749954299997
Guinea-Bissau,CO2 emissions (metric tons per capita),1987,0.196767700902
Guinea-Bissau,Domestic credit provided by financial sector (% of GDP),1987,29.811895378499997
Guinea-Bissau,Electric power consumption (kWh per capita),1987,
Guinea-Bissau,Energy use (kg of oil equivalent per capita),1987,
Guinea-Bissau,Exports of goods and services (% of GDP),1987,11.367003006700001
Guinea-Bissau,Imports of goods and services (% of GDP),1987,38.9561509416
Guyana,CO2 emissions (metric tons per capita),1987,1.75685534034
Guyana,Domestic credit provided by financial sector (% of GDP),1987,251.31489924299999
Guyana,Electric power consumption (kWh per capita),1987,
Guyana,Energy use (kg of oil equivalent per capita),1987,
Guyana,Exports of goods and services (% of GDP),1987,79.5683401563
Guyana,Imports of goods and services (% of GDP),1987,90.7625844385
Haiti,CO2 emissions (metric tons per capita),1987,0.136882387492
Haiti,Domestic credit provided by financial sector (% of GDP),1987,
Haiti,Electric power consumption (kWh per capita),1987,52.469310700200005
Haiti,Energy use (kg of oil equivalent per capita),1987,226.32697135400002
Haiti,Exports of goods and services (% of GDP),1987,
Haiti,Imports of goods and services (% of GDP),1987,
Honduras,CO2 emissions (metric tons per capita),1987,0.483457410444
Honduras,Domestic credit provided by financial sector (% of GDP),1987,50.203492476899996
Honduras,Electric power consumption (kWh per capita),1987,329.48892532599996
Honduras,Energy use (kg of oil equivalent per capita),1987,481.319956646
Honduras,Exports of goods and services (% of GDP),1987,22.962071318000003
Honduras,Imports of goods and services (% of GDP),1987,25.827814880500004
"Hong Kong SAR, China",CO2 emissions (metric tons per capita),1987,5.05725248189
"Hong Kong SAR, China",Domestic credit provided by financial sector (% of GDP),1987,
"Hong Kong SAR, China",Electric power consumption (kWh per capita),1987,3838.47598605
"Hong Kong SAR, China",Energy use (kg of oil equivalent per capita),1987,1465.54583669
"Hong Kong SAR, China",Exports of goods and services (% of GDP),1987,119.777592016
"Hong Kong SAR, China",Imports of goods and services (% of GDP),1987,109.36393343
